adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/i4TsewMS8sRcFNIVS4X8XE40znJ.jpg,"[10749, 18]",11036,en,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",122.136,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,2004-06-25,The Notebook,False,7.89,11572
False,/d9Np3GLfXchtPHfiBjIK6ps4BoE.jpg,[27],437342,en,The First Omen,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",129.703,/cIzk6GhxEZuweekGFXWEoAyuaMX.jpg,2024-04-03,The First Omen,False,6.88,961
False,/bYJv39whWTAOWO0mv7oUija8GgM.jpg,"[28, 12]",575264,en,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",113.403,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08,Mission: Impossible - Dead Reckoning Part One,False,7.5,3890
False,/qJzloL8O9YHhiWBrhlPfKAtZu2I.jpg,"[28, 878]",557,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",108.544,/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,2002-05-01,Spider-Man,False,7.303,19168
False,/4npL5g0QOxuIZKsEx6SnC8niDuo.jpg,"[27, 53, 878]",170,en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",110.012,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,2002-10-31,28 Days Later,False,7.225,6794
False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",119.988,/bR8ISy1O9XQxqiy0fQFw2BX72RQ.jpg,2019-04-24,Avengers: Endgame,False,8.2,25800
False,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",123.491,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,1999-03-31,The Matrix,False,8.219,25822
False,/r5NvzqWUpOdy4eQ7OENzb73XY25.jpg,"[27, 53]",1255208,en,Bag of Lies,"Desperate to save his dying wife, Matt turns to The Bag, an ancient relic with dark magic. The cure demands a chilling ritual and strict rules. As his wife heals, Matt's sanity unravels, facing terrifying consequences.",118.366,/pPElE8npavUirQWmscJUGZyPiP6.jpg,2024-03-29,Bag of Lies,False,5.821,28
False,/7ZP8HtgOIDaBs12krXgUIygqEsy.jpg,"[878, 28, 14, 12]",601796,ko,외계+인 1부,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",118.211,/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,2022-07-20,Alienoid,False,6.8,441
False,/hu6bwaSRG8GZwH3yEVtRxrgAnjq.jpg,"[16, 10751, 35, 10402, 10770]",929563,en,Big City Greens the Movie: Spacecation,"When thrill-seeker Cricket tricks his family into taking a ""road trip"" in space, chaos in the cosmos quickly ensues. Despite growing frustrations between Cricket and his dad, Bill, the two must learn to appreciate each other's unique perspectives in order to prevent Big City from being destroyed by an interstellar disaster.",113.549,/wV0nNtlL0nxgse8llRi7SypkCQI.jpg,2024-06-06,Big City Greens the Movie: Spacecation,False,7.569,29
False,/AowNXLFNKWDRYBKHLsgTK0T7Bxf.jpg,"[28, 35, 80]",1210794,sv,Strul,"Wrongfully convicted of murder, a clumsy electronics salesman faces police corruption and criminal conspiracies in an attempt to prove his innocence.",113.071,/sfgUwFSocC1oPNrQyCDi0eDGetG.jpg,2024-10-02,Trouble,False,6.7,143
False,/8eAVBvK7ux51Ab9edZLbvCjEbbt.jpg,"[18, 27, 14, 35]",197158,pt,Pornô!,"Three tales of the erotic: Two young ladies experiment with lesbianism, a handsome and wealthy socialite makes a beautiful woman patiently wait to make love to him, and a gorgeous, but controlling and dominating blind woman makes a hunky stud her sexual hostage in her swanky mansion home.",145.523,/bhbPSpYjsRJAK7rXqL8APK9EwBl.jpg,1981-01-01,Porno,False,4.932,74
False,/aH9KWmXFMamXkHMgLjnQmSYjScL.jpg,"[14, 12, 16, 10751]",10191,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",131.001,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,2010-03-18,How to Train Your Dragon,False,7.8,13091
False,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,"[28, 878, 12]",27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",108.737,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010-07-15,Inception,False,8.4,36774
False,/wDpSSSPp8FQQ7oLYgDSeNDj40IZ.jpg,"[27, 53]",807339,en,Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",97.166,/mch69S8zHKVCHIrX8p17jN8VCGy.jpg,2024-09-20,Apartment 7A,False,6.1,221
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"[28, 12, 14, 878]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",125.457,/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,2009-12-15,Avatar,False,7.583,31670
False,/18X5mXS1SpQy5rygEcpbmzUdkVP.jpg,"[18, 10751]",1186532,en,The Forge,"19 year old Isaiah Wright lives for basketball and video games. A year out of high school, he has no job, no plans, and no idea how to be a man. At odds with his single mother Cynthia, Isaiah is given an ultimatum – to step up or move out. Feeling the pull from his friends and the push from his mom, Isaiah is hired by Moore Fitness, unaware of how the owner will personally impact his life. With the prayers of his mother and unexpected guidance from his new mentor, Isaiah is forced to deal with his past, sacrifice his selfishness and discover how God might have a greater purpose for his life.",126.079,/3mlyu5R8EnKst5UHPEx46meduNP.jpg,2024-08-22,The Forge,False,8.273,211
False,/zQKFPx03M9RKfEcRETXR2HoUZn1.jpg,[10749],587727,ko,Busty Girlfriedn,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",124.119,/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg,2019-03-08,Busty Girlfriend,False,7.4,17
False,/2afZgLkzFb8I0cC4n4xNWl2g3dN.jpg,"[18, 10749]",1404380,ml,Saptha Kandam,"In a remote resort, newlyweds Apsara and her husband, Laalu, face a dangerous bet with the wealthy moneylender, Madhavan, who seeks to claim Apsara. Over the course of seven days, Madhavan attempts to seduce her through discussions of an ancient book on lust. Meanwhile, Apsara, determined to remain faithful, battles his advances. The outcome of the bet hinges on her ability to resist his manipulation and maintain her resolve.",102.236,/1i35IfvW8bdoOuBF7GWkXBDEFI4.jpg,2024-12-06,Saptha Kandam,False,0.0,0
False,/dtBWvArsS2CdVp1ijD9OMqHtZhq.jpg,"[10749, 18]",744275,en,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",139.043,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,2021-09-01,After We Fell,False,7.052,2584
False,/sI6uCeF8mUlZx22mFfHSi9W3XQ9.jpg,"[10749, 18, 35]",843527,en,The Idea of You,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",112.102,/Y5P4Q3q8nrruZ9aD3wXeJS2Plg.jpg,2024-05-02,The Idea of You,False,7.421,1521
False,/vW7lwVHkRePHzayZfoKOyYBeZqO.jpg,"[16, 12, 35, 10751]",1221404,ja,映画クレヨンしんちゃん オラたちの恐竜日記,"Follow the friendship between the Nobara family's pet dog Shiro and a ""small dinosaur"". Their connection helps the growth of Shinnosuke and the Kusakabe Defense Squad.",117.017,/nVUZBgpWxGDiKHMI6ymm4neoBsE.jpg,2024-08-09,Crayon Shinchan the Movie: Our Dinosaur Diary,False,8.0,4
False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"[16, 35, 10751, 14]",568124,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",123.524,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,2021-10-13,Encanto,False,7.598,9524
False,/okVLmXL5y18dfN2R4ufMZEGaeCd.jpg,"[28, 80, 53, 18]",1160018,hi,किल,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on himself in a death-defying kill-spree to save those around him — turning what should have been a typical commute into an adrenaline-fueled thrill ride.",101.322,/m2zXTuNPkywdYLyWlVyJZW2QOJH.jpg,2024-07-03,Kill,False,7.184,297
False,/g4j7H4yDoCR90X1VV2IEvAZ1LAP.jpg,"[18, 10749]",707610,ko,가슴 큰 울 엄마,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.",109.292,/zarhMAQRWKjjsNBR1rviIXZ5xtt.jpg,2020-05-06,Bosomy Mom,False,5.9,11
False,/5OOYy7YpnwWxZAx8enpwRLIIRR8.jpg,[18],785542,en,The Outrun,"Fresh out of rehab, Rona returns to the Orkney Islands—a place both wild and beautiful, right off the Scottish coast. Now 29 and after more than a decade of living life on the edge in London, where she both found and lost love, Rona attempts to come to terms with her troubled past. As she reconnects with the dramatic landscape where she grew up, memories of her traumatic childhood merge with more recent challenging events that have set her on the path to recovery.",103.565,/zfRR2CkbvYrLuOPQFm8vBaENyMy.jpg,2024-09-27,The Outrun,False,6.784,111
False,/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg,"[10752, 18, 28]",228150,en,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",125.327,/c5dOrzJiW3jA3Erej6zOgJX8y76.jpg,2014-10-15,Fury,False,7.539,11990
False,/mzfx54nfDPTUXZOG48u4LaEheDy.jpg,"[35, 18, 10749]",13,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",111.752,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,1994-06-23,Forrest Gump,False,8.47,27620
False,/63y4XSVTZ7mRzAzkqwi3o0ajDZZ.jpg,"[80, 18, 35]",106646,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",130.741,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,2013-12-25,The Wolf of Wall Street,False,8.033,24082
False,/5AsIFZ2AJC7JcGpq40aRPuRuaRc.jpg,[18],1241752,tl,Rita (PH),"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",160.824,/grIFQLXXwQmjvYYfXVXCgGTMUWw.jpg,2024-03-22,Rita (PH),False,6.7,3
False,/hdFIdXwS8FSN2wIsuotjW1mshI0.jpg,"[16, 35, 12, 10751]",831815,en,Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",117.767,/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,2024-10-18,Saving Bikini Bottom: The Sandy Cheeks Movie,False,6.3,51
False,/iKqItVltY6r0eJeIRdIZV8IrBpz.jpg,"[28, 10752, 53]",969492,en,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",108.537,/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,2024-02-09,Land of Bad,False,7.3,1155
False,/sDTnMOJ3H5wI38OxObmCtK7wfd5.jpg,"[16, 35, 10751]",585,en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",107.467,/qjlbN6aK1qgeg3SspFVovT2D1Me.jpg,2001-11-01,"Monsters, Inc.",False,7.844,18516
False,/3bWUP9kyf9BxVc0hmZdqXB2w4UP.jpg,"[878, 18]",335984,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",126.219,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,2017-10-04,Blade Runner 2049,False,7.6,13718
False,/ubiu5Y7nP187ZFWUzjPj7Hgw6Go.jpg,[35],18785,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",110.676,/wTt2BoyAGhr0M00eR1ewVZyQoUq.jpg,2009-06-02,The Hangover,False,7.323,16906
